collection_id,check,score,error,hint
SENTINEL2_L1C,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL2_L1C  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL2_L1C,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL2_L1C  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL2_L2A,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL2_L2A should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL2_L2A,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL2_L2A  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL2_L2A,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL2_L2A  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_SRAL_L1_CAL,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L1_CAL should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_SRAL_L1_CAL,validate_metadata_links_in_result_support,3,"No metadata links found for <link rel='via'> or <link rel='alternate'>.  CEOS-BP-012: CEOS OpenSearch implementations are encouraged to rely on atom:link@rel=""alternate"" or atom:link@rel=""via"" for detailed representation of the metadata.The ""via"" relation should be preferred to convey the authoritative resource or the source of the information from where the atom:entry is made. In the same context, atom:link@rel=""describedBy"" should be used to reference should be used to reference the documentation (a file with human readable information about the resource).",CEOS-BP-012 applied against results of sample OSDD query: https://catalogue-staging.nextgeoss.eu/opensearch/search.atom?productType=SENTINEL3_SRAL_L1_CAL&
SENTINEL3_SRAL_L1_CAL,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L1_CAL  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_SRAL_L1_CAL,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L1_CAL  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_SRAL_L1_CAL,validate_two_step_searching_support,3,The result has no entries containing links of rel type 'search' - ESIP BP: a client will first identify datasets of interest (step 1) and then search for granules associated with those datasets (step 2). - CEOS-BP-001: support of two step search.  The 2 step search consists of a collection level search and the subsequent granule level search (or file level search).[Rule applied against results of sample OSDD query: https://catalogue-staging.nextgeoss.eu/opensearch/search.atom?productType=SENTINEL3_SRAL_L1_CAL&],CEOS-BP-001
SENTINEL3_SRAL_L1_SRA,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L1_SRA should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_SRAL_L1_SRA,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L1_SRA  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_SRAL_L1_SRA,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L1_SRA  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_SRAL_L2_LAN,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L2_LAN should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_SRAL_L2_LAN,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L2_LAN  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_SRAL_L2_LAN,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L2_LAN  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_SRAL_L2_WAT,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L2_WAT should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_SRAL_L2_WAT,validate_metadata_links_in_result_support,3,"No metadata links found for <link rel='via'> or <link rel='alternate'>.  CEOS-BP-012: CEOS OpenSearch implementations are encouraged to rely on atom:link@rel=""alternate"" or atom:link@rel=""via"" for detailed representation of the metadata.The ""via"" relation should be preferred to convey the authoritative resource or the source of the information from where the atom:entry is made. In the same context, atom:link@rel=""describedBy"" should be used to reference should be used to reference the documentation (a file with human readable information about the resource).",CEOS-BP-012 applied against results of sample OSDD query: https://catalogue-staging.nextgeoss.eu/opensearch/search.atom?productType=SENTINEL3_SRAL_L2_WAT&
SENTINEL3_SRAL_L2_WAT,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L2_WAT  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_SRAL_L2_WAT,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SRAL_L2_WAT  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_SRAL_L2_WAT,validate_two_step_searching_support,3,The result has no entries containing links of rel type 'search' - ESIP BP: a client will first identify datasets of interest (step 1) and then search for granules associated with those datasets (step 2). - CEOS-BP-001: support of two step search.  The 2 step search consists of a collection level search and the subsequent granule level search (or file level search).[Rule applied against results of sample OSDD query: https://catalogue-staging.nextgeoss.eu/opensearch/search.atom?productType=SENTINEL3_SRAL_L2_WAT&],CEOS-BP-001
SENTINEL3_OLCI_L1_EFR,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L1_EFR should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_OLCI_L1_EFR,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L1_EFR  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_OLCI_L1_EFR,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L1_EFR  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_OLCI_L1_ERR,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L1_ERR should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_OLCI_L1_ERR,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L1_ERR  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_OLCI_L1_ERR,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L1_ERR  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_OLCI_L2_LFR,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L2_LFR should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_OLCI_L2_LFR,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L2_LFR  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_OLCI_L2_LFR,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L2_LFR  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_OLCI_L2_LRR,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L2_LRR should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_OLCI_L2_LRR,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L2_LRR  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_OLCI_L2_LRR,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_OLCI_L2_LRR  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_SLSTR_L1_RBT,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SLSTR_L1_RBT should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_SLSTR_L1_RBT,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SLSTR_L1_RBT  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_SLSTR_L1_RBT,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SLSTR_L1_RBT  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL3_SLSTR_L2_LST,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SLSTR_L2_LST should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL3_SLSTR_L2_LST,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SLSTR_L2_LST  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL3_SLSTR_L2_LST,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL3_SLSTR_L2_LST  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL5P_OFFL_L1B,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL5P_OFFL_L1B should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL5P_OFFL_L1B,validate_metadata_links_in_result_support,3,"No metadata links found for <link rel='via'> or <link rel='alternate'>.  CEOS-BP-012: CEOS OpenSearch implementations are encouraged to rely on atom:link@rel=""alternate"" or atom:link@rel=""via"" for detailed representation of the metadata.The ""via"" relation should be preferred to convey the authoritative resource or the source of the information from where the atom:entry is made. In the same context, atom:link@rel=""describedBy"" should be used to reference should be used to reference the documentation (a file with human readable information about the resource).",CEOS-BP-012 applied against results of sample OSDD query: https://catalogue-staging.nextgeoss.eu/opensearch/search.atom?productType=SENTINEL5P_OFFL_L1B&
SENTINEL5P_OFFL_L1B,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL5P_OFFL_L1B  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL5P_OFFL_L1B,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL5P_OFFL_L1B  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL5P_OFFL_L1B,validate_two_step_searching_support,3,The result has no entries containing links of rel type 'search' - ESIP BP: a client will first identify datasets of interest (step 1) and then search for granules associated with those datasets (step 2). - CEOS-BP-001: support of two step search.  The 2 step search consists of a collection level search and the subsequent granule level search (or file level search).[Rule applied against results of sample OSDD query: https://catalogue-staging.nextgeoss.eu/opensearch/search.atom?productType=SENTINEL5P_OFFL_L1B&],CEOS-BP-001
SENTINEL5P_OFFL_L2,validate_client_supplied_identifier_in_osdd_support,3,OSDD: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL5P_OFFL_L2 should contain a reference to the referrer http://www.opensearch.org/Specifications/OpenSearch/Extensions/Referrer/1.0 namespace in order to support the referrer:source clientId - CEOS-BP-005D: OpenSearch servers wishing to identify clients via a client-supplied identifier (e.g. for purposes of server-side metrics generation) shall request this information through the {referrer:source} OpenSearch parameter or a non-variable search parameter in the URL template.,CEOS-BP-005D
SENTINEL5P_OFFL_L2,validate_metadata_links_in_result_support,3,"No metadata links found for <link rel='via'> or <link rel='alternate'>.  CEOS-BP-012: CEOS OpenSearch implementations are encouraged to rely on atom:link@rel=""alternate"" or atom:link@rel=""via"" for detailed representation of the metadata.The ""via"" relation should be preferred to convey the authoritative resource or the source of the information from where the atom:entry is made. In the same context, atom:link@rel=""describedBy"" should be used to reference should be used to reference the documentation (a file with human readable information about the resource).",CEOS-BP-012 applied against results of sample OSDD query: https://catalogue-staging.nextgeoss.eu/opensearch/search.atom?productType=SENTINEL5P_OFFL_L2&
SENTINEL5P_OFFL_L2,validate_parameter_extension_free_text_notation_osdd_support,0,"Missing profile for free text query parameter searchTerms, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL5P_OFFL_L2  - CEOS-BP-002B: For conveying the server's support condition on free keywords (e.g. searchTerms), the server should declare adherence to a specific, existing standard within the parameter definition using the Parameter Extension and an Atom link referring to a profile [RFC6906].",CEOS-BP-002B
SENTINEL5P_OFFL_L2,validate_parameter_extension_geometry_type_profile_osdd_support,0,"Missing profile(s) for query parameter geometry, osdd: https://catalogue-staging.nextgeoss.eu/opensearch/description.xml?osdd=SENTINEL5P_OFFL_L2  - CEOS-BP-002C: An OpenSearch server with {geo:geometry} search capabilities shall advertise supported geometry types with the Parameter extension and via Atom links referring to geometry type profiles.",CEOS-BP-002C
SENTINEL5P_OFFL_L2,validate_two_step_searching_support,3,The result has no entries containing links of rel type 'search' - ESIP BP: a client will first identify datasets of interest (step 1) and then search for granules associated with those datasets (step 2). - CEOS-BP-001: support of two step search.  The 2 step search consists of a collection level search and the subsequent granule level search (or file level search).[Rule applied against results of sample OSDD query: https://catalogue-staging.nextgeoss.eu/opensearch/search.atom?productType=SENTINEL5P_OFFL_L2&],CEOS-BP-001
